id,province,city_id,city,district,subdistrict
753,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Jati
754,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Jatisari
755,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Kemang
756,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Neglasari
757,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Sukajaya
758,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Sukarama
759,Jawa Barat,104,Kabupaten Cianjur,Bojongpicung,Sukaratu
760,Jawa Barat,104,Kabupaten Cianjur,Campaka,Campaka
761,Jawa Barat,104,Kabupaten Cianjur,Campaka,Cidadap
762,Jawa Barat,104,Kabupaten Cianjur,Campaka,Cimenteng
763,Jawa Barat,104,Kabupaten Cianjur,Campaka,Girimukti
764,Jawa Barat,104,Kabupaten Cianjur,Campaka,Karyamukti
765,Jawa Barat,104,Kabupaten Cianjur,Campaka,Margaluyu
766,Jawa Barat,104,Kabupaten Cianjur,Campaka,Mekarjaya
767,Jawa Barat,104,Kabupaten Cianjur,Campaka,Sukadana
768,Jawa Barat,104,Kabupaten Cianjur,Campaka,Sukajadi
769,Jawa Barat,104,Kabupaten Cianjur,Campaka,Susukan
770,Jawa Barat,104,Kabupaten Cianjur,Campaka,Wangunjaya
771,Jawa Barat,104,Kabupaten Cianjur,Campaka Mulya,Campakamulya
772,Jawa Barat,104,Kabupaten Cianjur,Campaka Mulya,Campakawarna
773,Jawa Barat,104,Kabupaten Cianjur,Campaka Mulya,Cibanggala
774,Jawa Barat,104,Kabupaten Cianjur,Campaka Mulya,Sukasirna
775,Jawa Barat,104,Kabupaten Cianjur,Campaka Mulya,Sukabungah
776,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Babakankaret
777,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Limbangan Sari
778,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Mekarsari
779,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Nagrak
780,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Sukamaju
781,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Bojongherang
782,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Muka
783,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Pamoyanan
784,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Sawah Gede
785,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Sayang
786,Jawa Barat,104,Kabupaten Cianjur,Cianjur,Solokpandan
787,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cibadak
788,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cibaregbeg
789,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cibokor
790,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cihaur
791,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cikondang
792,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cimanggu
793,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cipetir
794,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Cisalak
795,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Girimulya
796,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Kanoman
797,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Karangnunggal
798,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Mayak
799,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Peuteuycondong
800,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Salamnunggal
801,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Selagedang
802,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Sukamaju
803,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Sukamanah
804,Jawa Barat,104,Kabupaten Cianjur,Cibeber,Sukaraharja
805,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Batulawang
806,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Ciburial
807,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Cikangkareng
808,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Cimaskara
809,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Girijaya
810,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Hamerang
811,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Mekarmukti
812,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Padasuka
813,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Pamoyanan
814,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Pananggapan
815,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Panyindangan
816,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Sukajadi
817,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Sukamekar
818,Jawa Barat,104,Kabupaten Cianjur,Cibinong,Wargaluyu
819,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Cibuluh
820,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Cidamar
821,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Cimaragang
822,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Cisalak
823,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Gelarpawitan
824,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Jayapura
825,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Karangwangi
826,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Karyabakti
827,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Kertajadi
828,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Mekarjaya
829,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Neglasari
830,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Puncakbaru
831,Jawa Barat,104,Kabupaten Cianjur,Cidaun,Sukapura
832,Jawa Barat,104,Kabupaten Cianjur,Cijati,Bojonglarang
833,Jawa Barat,104,Kabupaten Cianjur,Cijati,Caringin
834,Jawa Barat,104,Kabupaten Cianjur,Cijati,Cibodas
835,Jawa Barat,104,Kabupaten Cianjur,Cijati,Cijati
836,Jawa Barat,104,Kabupaten Cianjur,Cijati,Padaasih
837,Jawa Barat,104,Kabupaten Cianjur,Cijati,Parakantugu
838,Jawa Barat,104,Kabupaten Cianjur,Cijati,Sinarbakti
839,Jawa Barat,104,Kabupaten Cianjur,Cijati,Sukaluyu
840,Jawa Barat,104,Kabupaten Cianjur,Cijati,Sukamahi
841,Jawa Barat,104,Kabupaten Cianjur,Cijati,Sukamaju
842,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Cikadu
843,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Cisaranten
844,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Kalapanunggal
845,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Mekarjaya
846,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Mekarlaksana
847,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Mekarwangi
848,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Padaluyu
849,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Sukaluyu
850,Jawa Barat,104,Kabupaten Cianjur,Cikadu,Sukamulya
851,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Cigunungherang
852,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Cijagang
853,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Cinangsi
854,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Ciramagirang
855,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Gudang
856,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Kamurang
857,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Lembahsari
858,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Majalaya
859,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Mekargalih
860,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Mekarjaya
861,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Mekarmulya
862,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Mekarsari
863,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Mentengsari
864,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Neglasari
865,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Padajaya
866,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Sukagalih
867,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Sukamulya
868,Jawa Barat,104,Kabupaten Cianjur,Cikalongkulon,Warudoyong
869,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Cibinonghilir
870,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Ciharashas
871,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Mulyasari
872,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Munjul
873,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Rahong
874,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Rancagoong
875,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Sindangsari
876,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Sirnagalih
877,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Sukakerta
878,Jawa Barat,104,Kabupaten Cianjur,Cilaku,Sukasari
879,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Batulawang
880,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Ciloto
881,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Cimacan
882,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Cipanas
883,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Palasari
884,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Sindangjaya
885,Jawa Barat,104,Kabupaten Cianjur,Cipanas,Sindanglaya
886,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Cibiuk
887,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Ciranjang
888,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Gunungsari
889,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Karangwangi
890,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Kertajaya
891,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Mekargalih
892,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Nanggalamekar
893,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Sindangjaya
894,Jawa Barat,104,Kabupaten Cianjur,Ciranjang,Sindangsari
895,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Benjot
896,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Cibeureum
897,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Cibulakan
898,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Cijedil
899,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Cirumput
900,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Galudra
901,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Gasol
902,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Mangunkerta
903,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Nyalindung
904,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Padaluyu
905,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Sarampad
906,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Sukajaya
907,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Sukamanah
908,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Sukamulya
909,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Talaga
910,Jawa Barat,104,Kabupaten Cianjur,Cugenang,Wangunjaya
911,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Bangbayang
912,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Cikahuripan
913,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Cikancana
914,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Cintaasih
915,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Gekbrong
916,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Kebonpeuteuy
917,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Songgom
918,Jawa Barat,104,Kabupaten Cianjur,Gekbrong,Sukaratu
919,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Cihea
920,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Cipeuyeum
921,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Haurwangi
922,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Kertamukti
923,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Kertasari
924,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Mekarwangi
925,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Ramasari
926,Jawa Barat,104,Kabupaten Cianjur,Haurwangi,Sukatani
927,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Bojongkasih
928,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Gandasari
929,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Kadupandak
930,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Neglasari
931,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Pasirdalem
932,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Sindangsari
933,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Sukakerta
934,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Sukaraharja
935,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Sukaraja
936,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Sukaresmi
937,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Sukasari
938,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Talagasari
939,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Wargaasih
940,Jawa Barat,104,Kabupaten Cianjur,Kadupandak,Wargasari
941,Banten,456,Kota Tangerang,Karangtengah,Babakancaringin
942,Banten,456,Kota Tangerang,Karangtengah,Bojong
943,Banten,456,Kota Tangerang,Karangtengah,Ciherang
944,Banten,456,Kota Tangerang,Karangtengah,Hegarmanah
945,Banten,456,Kota Tangerang,Karangtengah,Langensari
946,Banten,456,Kota Tangerang,Karangtengah,Maleber
947,Banten,456,Kota Tangerang,Karangtengah,Sabandar
948,Banten,456,Kota Tangerang,Karangtengah,Sindangasih
949,Banten,456,Kota Tangerang,Karangtengah,Sindanglaka
950,Banten,456,Kota Tangerang,Karangtengah,Sukajadi
951,Banten,456,Kota Tangerang,Karangtengah,Sukamanah
952,Banten,456,Kota Tangerang,Karangtengah,Sukamantri
953,Banten,456,Kota Tangerang,Karangtengah,Sukamulya
954,Banten,456,Kota Tangerang,Karangtengah,Sukasarana
955,Banten,456,Kota Tangerang,Karangtengah,Sukasari
956,Banten,456,Kota Tangerang,Karangtengah,Sukataris
957,Jawa Barat,104,Kabupaten Cianjur,Leles,Karyamukti
958,Jawa Barat,104,Kabupaten Cianjur,Leles,Mandalawangi
959,Jawa Barat,104,Kabupaten Cianjur,Leles,Nagasari
960,Jawa Barat,104,Kabupaten Cianjur,Leles,Puncakwangi
961,Jawa Barat,104,Kabupaten Cianjur,Leles,Purabaya
962,Jawa Barat,104,Kabupaten Cianjur,Leles,Pusakasari
963,Jawa Barat,104,Kabupaten Cianjur,Leles,Sirnasari
964,Jawa Barat,104,Kabupaten Cianjur,Leles,Sukajaya
965,Jawa Barat,104,Kabupaten Cianjur,Leles,Sukamulya
966,Jawa Barat,104,Kabupaten Cianjur,Leles,Sukasirna
967,Jawa Barat,104,Kabupaten Cianjur,Leles,Walahir
968,Jawa Barat,104,Kabupaten Cianjur,Mande,Bobojong
969,Jawa Barat,104,Kabupaten Cianjur,Mande,Ciandam
970,Jawa Barat,104,Kabupaten Cianjur,Mande,Cikidangbayabang
971,Jawa Barat,104,Kabupaten Cianjur,Mande,Jamali
972,Jawa Barat,104,Kabupaten Cianjur,Mande,Kademangan
973,Jawa Barat,104,Kabupaten Cianjur,Mande,Kutawaringin
974,Jawa Barat,104,Kabupaten Cianjur,Mande,Leuwikoja
975,Jawa Barat,104,Kabupaten Cianjur,Mande,Mande
976,Jawa Barat,104,Kabupaten Cianjur,Mande,Mekarjaya
977,Jawa Barat,104,Kabupaten Cianjur,Mande,Mulyasari
978,Jawa Barat,104,Kabupaten Cianjur,Mande,Murnisari
979,Jawa Barat,104,Kabupaten Cianjur,Mande,Sukamanah
980,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Balegede
981,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Cinerang
982,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Malati
983,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Mekarsari
984,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Naringgul
985,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Sukabakti
986,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Sukamulya
987,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Wanasari
988,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Wangunjaya
989,Jawa Barat,104,Kabupaten Cianjur,Naringgul,Wangunsari
990,Jawa Barat,104,Kabupaten Cianjur,Pacet,Cibodas
991,Jawa Barat,104,Kabupaten Cianjur,Pacet,Ciherang
992,Jawa Barat,104,Kabupaten Cianjur,Pacet,Cipendawa
993,Jawa Barat,104,Kabupaten Cianjur,Pacet,Ciputri
994,Jawa Barat,104,Kabupaten Cianjur,Pacet,Gadog
995,Jawa Barat,104,Kabupaten Cianjur,Pacet,Sukanagalih
996,Jawa Barat,104,Kabupaten Cianjur,Pacet,Sukatani
997,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Bunijaya
998,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Buniwangi
999,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Gelar Anyar
1000,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Karangharja
1001,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Kertaraharja
1002,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Mekarsari
1003,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Padamaju
1004,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Pagelaran
1005,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Pangadegan
1006,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Pasirbaru
1007,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Selagedang
1008,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Sindangkerta
1009,Jawa Barat,104,Kabupaten Cianjur,Pagelaran,Situhiang
1010,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Girijaya
1011,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Girimukti
1012,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Kalibaru
1013,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Karangjaya
1014,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Kubang
1015,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Mekarmulya
1016,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Pusakajaya
1017,Jawa Barat,104,Kabupaten Cianjur,Pasirkuda,Simpang
1018,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Girimukti
1019,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Hegarsari
1020,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Jatisari
1021,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Jayagiri
1022,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Kertasari
1023,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Muaracikadu
1024,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Saganten
1025,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Sirnagalih
1026,Jawa Barat,104,Kabupaten Cianjur,Sindangbarang,Talagasari
1027,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Babakansari
1028,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Hegarmanah
1029,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Mekarjaya
1030,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Panyusuhan
1031,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Selajambe
1032,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Sidangraja
1033,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Sukaluyu
1034,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Sukamulya
1035,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Sukasirna
1036,Jawa Barat,104,Kabupaten Cianjur,Sukaluyu,Tanjungsari
1037,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Ciguha
1038,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Gunungsari
1039,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Jayagiri
1040,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sindangsari
1041,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sukajembar
1042,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sukakarya
1043,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sukalaksana
1044,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sukamekar
1045,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sukanagara
1046,Jawa Barat,104,Kabupaten Cianjur,Sukanagara,Sukarame
1047,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Cibadak
1048,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Cibanteng
1049,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Ciwalen
1050,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Cikancana
1051,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Cikanyere
1052,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Kawungluwuk
1053,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Kubang
1054,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Pakuon
1055,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Rawabelut
1056,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Sukamahi
1057,Jawa Barat,104,Kabupaten Cianjur,Sukaresmi,Sukaresmi
1058,Jawa Barat,104,Kabupaten Cianjur,Takokak,Bungbangsari
1059,Jawa Barat,104,Kabupaten Cianjur,Takokak,Cisujen
1060,Jawa Barat,104,Kabupaten Cianjur,Takokak,Hegarmanah
1061,Jawa Barat,104,Kabupaten Cianjur,Takokak,Pasawahan
1062,Jawa Barat,104,Kabupaten Cianjur,Takokak,Simpang
1063,Jawa Barat,104,Kabupaten Cianjur,Takokak,Sindanghayu
1064,Jawa Barat,104,Kabupaten Cianjur,Takokak,Sindangresmi
1065,Jawa Barat,104,Kabupaten Cianjur,Takokak,Sukagalih
1066,Jawa Barat,104,Kabupaten Cianjur,Takokak,Waringinsari
1067,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Bojongpetir
1068,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Cilongsong
1069,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Karangtengah
1070,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Kertajaya
1071,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Margaluyu
1072,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Padaluyu
1073,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Pagermaneuh
1074,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Pasir Jambu
1075,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Rawagede
1076,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Sirnajaya
1077,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Sukajaya
1078,Jawa Barat,104,Kabupaten Cianjur,Tanggeung,Tanggeung
1079,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Bunikasih
1080,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Bunisari
1081,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Cieundeur
1082,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Cikaroya
1083,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Cisarandi
1084,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Ciwalen
1085,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Jambudipa
1086,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Mekarwangi
1087,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Sukamulya
1088,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Sukawangi
1089,Jawa Barat,104,Kabupaten Cianjur,Warungkondang,Tegallega
1090,Jawa Barat,115,Kota Depok,Beji,Beji
1091,Jawa Barat,115,Kota Depok,Beji,Beji Timur
1092,Jawa Barat,115,Kota Depok,Beji,Kemirimuka
1093,Jawa Barat,115,Kota Depok,Beji,Kukusan
1094,Jawa Barat,115,Kota Depok,Beji,Pondokcina
1095,Jawa Barat,115,Kota Depok,Beji,Tanahbaru
1096,Jawa Barat,115,Kota Depok,Bojongsari,Bojongsari
1097,Jawa Barat,115,Kota Depok,Bojongsari,Bojongsari Baru
1098,Jawa Barat,115,Kota Depok,Bojongsari,Curug
1099,Jawa Barat,115,Kota Depok,Bojongsari,Durenmekar
1100,Jawa Barat,115,Kota Depok,Bojongsari,Durenseribu
1101,Jawa Barat,115,Kota Depok,Bojongsari,Pondokpetir
1102,Jawa Barat,115,Kota Depok,Bojongsari,Serua
1103,Jawa Barat,115,Kota Depok,Cilodong,Cilodong
1104,Jawa Barat,115,Kota Depok,Cilodong,Jatimulya
1105,Jawa Barat,115,Kota Depok,Cilodong,Kalibaru
1106,Jawa Barat,115,Kota Depok,Cilodong,Kalimulya
1107,Jawa Barat,115,Kota Depok,Cilodong,Sukamaju
1108,Jawa Barat,115,Kota Depok,Cimanggis,Cisalak Pasar
1109,Jawa Barat,115,Kota Depok,Cimanggis,Curug
1110,Jawa Barat,115,Kota Depok,Cimanggis,Harjamukti
1111,Jawa Barat,115,Kota Depok,Cimanggis,Mekarsari
1112,Jawa Barat,115,Kota Depok,Cimanggis,Pasir Gunung Selatan
1113,Jawa Barat,115,Kota Depok,Cimanggis,Tugu
1114,Jawa Barat,115,Kota Depok,Cinere,Cinere
1115,Jawa Barat,115,Kota Depok,Cinere,Gandul
1116,Jawa Barat,115,Kota Depok,Cinere,Pangkalan Jati
1117,Jawa Barat,115,Kota Depok,Cinere,Pangkalan Jati Baru
1118,Jawa Barat,115,Kota Depok,Cipayung,Bojong Pondok Terong
1119,Jawa Barat,115,Kota Depok,Cipayung,Cipayung
1120,Jawa Barat,115,Kota Depok,Cipayung,Cipayung Jaya
1121,Jawa Barat,115,Kota Depok,Cipayung,Pondok Jaya
1122,Jawa Barat,115,Kota Depok,Cipayung,Ratujaya
1123,Jawa Barat,115,Kota Depok,Limo,Grogol
1124,Jawa Barat,115,Kota Depok,Limo,Krukut
1125,Jawa Barat,115,Kota Depok,Limo,Limo
1126,Jawa Barat,115,Kota Depok,Limo,Meruyung
1127,Jawa Barat,115,Kota Depok,Pancoran Mas,Depok
1128,Jawa Barat,115,Kota Depok,Pancoran Mas,Depok Jaya
1129,Jawa Barat,115,Kota Depok,Pancoran Mas,Mampang
1130,Jawa Barat,115,Kota Depok,Pancoran Mas,Pancoran Mas
1131,Jawa Barat,115,Kota Depok,Pancoran Mas,Rangkapan Jaya
